stage,cohort,scheme,fold,seed,model,ecg_id,n_features,n_missing
stage1,all300,exploratory,6,7001,B,1192,52,0
stage1,all300,exploratory,6,7001,B,1358,52,0
stage1,all300,exploratory,6,7001,B,1508,52,0
stage1,all300,exploratory,6,7001,B,2005,52,0
stage1,all300,exploratory,6,7001,B,2186,52,0
stage1,all300,exploratory,6,7001,B,2557,52,0
stage1,all300,exploratory,6,7001,B,2706,52,0
stage1,all300,exploratory,6,7001,B,3421,52,0
stage1,all300,exploratory,6,7001,B,4022,52,0
stage1,all300,exploratory,6,7001,B,4144,52,0
stage1,all300,exploratory,6,7001,B,4716,52,0
stage1,all300,exploratory,6,7001,B,4721,52,0
stage1,all300,exploratory,6,7001,B,5457,52,0
stage1,all300,exploratory,6,7001,B,8022,52,0
stage1,all300,exploratory,6,7001,B,8718,52,0
stage1,all300,exploratory,6,7001,B,8806,52,0
stage1,all300,exploratory,6,7001,B,9112,52,0
stage1,all300,exploratory,6,7001,B,11404,52,0
stage1,all300,exploratory,6,7001,B,11707,52,0
stage1,all300,exploratory,6,7001,B,12379,52,0
stage1,all300,exploratory,6,7001,B,12887,52,0
stage1,all300,exploratory,6,7001,B,13074,52,0
stage1,all300,exploratory,6,7001,B,14295,52,0
stage1,all300,exploratory,6,7001,B,14452,52,0
stage1,all300,exploratory,6,7001,B,14905,52,0
stage1,all300,exploratory,6,7001,B,15225,52,0
stage1,all300,exploratory,6,7001,B,15307,52,0
stage1,all300,exploratory,6,7001,B,15412,52,0
stage1,all300,exploratory,6,7001,B,15625,52,0
stage1,all300,exploratory,6,7001,B,15932,52,0
stage1,all300,exploratory,6,7001,B,15982,52,0
stage1,all300,exploratory,6,7001,B,16383,52,0
stage1,all300,exploratory,6,7001,B,16771,52,0
stage1,all300,exploratory,6,7001,B,18031,52,0
stage1,all300,exploratory,6,7001,B,19574,52,0
stage1,all300,exploratory,6,7001,B,19753,52,0
stage1,all300,exploratory,6,7001,C,578,92,0
stage1,all300,exploratory,6,7001,C,1004,92,0
stage1,all300,exploratory,6,7001,C,1032,92,0
stage1,all300,exploratory,6,7001,C,1192,92,0
stage1,all300,exploratory,6,7001,C,1358,92,0
stage1,all300,exploratory,6,7001,C,1508,92,0
stage1,all300,exploratory,6,7001,C,2005,92,0
stage1,all300,exploratory,6,7001,C,2186,92,0
stage1,all300,exploratory,6,7001,C,2557,92,0
stage1,all300,exploratory,6,7001,C,2706,92,0
stage1,all300,exploratory,6,7001,C,3421,92,0
stage1,all300,exploratory,6,7001,C,4022,92,0
stage1,all300,exploratory,6,7001,C,4144,92,0
stage1,all300,exploratory,6,7001,C,4716,92,0
stage1,all300,exploratory,6,7001,C,4721,92,0
stage1,all300,exploratory,6,7001,C,5457,92,0
stage1,all300,exploratory,6,7001,C,8022,92,0
stage1,all300,exploratory,6,7001,C,8718,92,0
stage1,all300,exploratory,6,7001,C,8806,92,0
stage1,all300,exploratory,6,7001,C,9112,92,0
stage1,all300,exploratory,6,7001,C,11404,92,0
stage1,all300,exploratory,6,7001,C,11707,92,0
stage1,all300,exploratory,6,7001,C,12379,92,0
stage1,all300,exploratory,6,7001,C,12887,92,0
stage1,all300,exploratory,6,7001,C,13074,92,0
stage1,all300,exploratory,6,7001,C,14295,92,0
stage1,all300,exploratory,6,7001,C,14452,92,0
stage1,all300,exploratory,6,7001,C,14905,92,0
stage1,all300,exploratory,6,7001,C,15225,92,0
stage1,all300,exploratory,6,7001,C,15307,92,0
stage1,all300,exploratory,6,7001,C,15412,92,0
stage1,all300,exploratory,6,7001,C,15625,92,0
stage1,all300,exploratory,6,7001,C,15932,92,0
stage1,all300,exploratory,6,7001,C,15982,92,0
stage1,all300,exploratory,6,7001,C,16383,92,0
stage1,all300,exploratory,6,7001,C,16771,92,0
stage1,all300,exploratory,6,7001,C,18031,92,0
stage1,all300,exploratory,6,7001,C,19574,92,0
stage1,all300,exploratory,6,7001,C,19753,92,0
stage1,all300,exploratory,6,7002,A,578,24,0
stage1,all300,exploratory,6,7002,A,1004,24,0
stage1,all300,exploratory,6,7002,A,1032,24,0
stage1,all300,exploratory,6,7002,A,1192,24,0
stage1,all300,exploratory,6,7002,A,1358,24,0
stage1,all300,exploratory,6,7002,A,1508,24,0
stage1,all300,exploratory,6,7002,A,2005,24,0
stage1,all300,exploratory,6,7002,A,2186,24,0
stage1,all300,exploratory,6,7002,A,2557,24,0
stage1,all300,exploratory,6,7002,A,2706,24,0
stage1,all300,exploratory,6,7002,A,3421,24,0
stage1,all300,exploratory,6,7002,A,4022,24,0
stage1,all300,exploratory,6,7002,A,4144,24,0
stage1,all300,exploratory,6,7002,A,4716,24,0
stage1,all300,exploratory,6,7002,A,4721,24,0
stage1,all300,exploratory,6,7002,A,5457,24,0
stage1,all300,exploratory,6,7002,A,8022,24,0
stage1,all300,exploratory,6,7002,A,8718,24,0
stage1,all300,exploratory,6,7002,A,8806,24,0
stage1,all300,exploratory,6,7002,A,9112,24,0
stage1,all300,exploratory,6,7002,A,11404,24,0
stage1,all300,exploratory,6,7002,A,11707,24,0
stage1,all300,exploratory,6,7002,A,12379,24,0
stage1,all300,exploratory,6,7002,A,12887,24,0
stage1,all300,exploratory,6,7002,A,13074,24,0
stage1,all300,exploratory,6,7002,A,14295,24,0
stage1,all300,exploratory,6,7002,A,14452,24,0
stage1,all300,exploratory,6,7002,A,14905,24,0
stage1,all300,exploratory,6,7002,A,15225,24,0
stage1,all300,exploratory,6,7002,A,15307,24,0
stage1,all300,exploratory,6,7002,A,15412,24,0
stage1,all300,exploratory,6,7002,A,15625,24,0
stage1,all300,exploratory,6,7002,A,15932,24,0
stage1,all300,exploratory,6,7002,A,15982,24,0
stage1,all300,exploratory,6,7002,A,16383,24,0
stage1,all300,exploratory,6,7002,A,16771,24,0
stage1,all300,exploratory,6,7002,A,18031,24,0
stage1,all300,exploratory,6,7002,A,19574,24,0
stage1,all300,exploratory,6,7002,A,19753,24,0
stage1,all300,exploratory,6,7002,B,578,52,0
stage1,all300,exploratory,6,7002,B,1004,52,0
stage1,all300,exploratory,6,7002,B,1032,52,0
stage1,all300,exploratory,6,7002,B,1192,52,0
stage1,all300,exploratory,6,7002,B,1358,52,0
stage1,all300,exploratory,6,7002,B,1508,52,0
stage1,all300,exploratory,6,7002,B,2005,52,0
stage1,all300,exploratory,6,7002,B,2186,52,0
stage1,all300,exploratory,6,7002,B,2557,52,0
stage1,all300,exploratory,6,7002,B,2706,52,0
stage1,all300,exploratory,6,7002,B,3421,52,0
stage1,all300,exploratory,6,7002,B,4022,52,0
stage1,all300,exploratory,6,7002,B,4144,52,0
stage1,all300,exploratory,6,7002,B,4716,52,0
stage1,all300,exploratory,6,7002,B,4721,52,0
stage1,all300,exploratory,6,7002,B,5457,52,0
stage1,all300,exploratory,6,7002,B,8022,52,0
stage1,all300,exploratory,6,7002,B,8718,52,0
stage1,all300,exploratory,6,7002,B,8806,52,0
stage1,all300,exploratory,6,7002,B,9112,52,0
stage1,all300,exploratory,6,7002,B,11404,52,0
stage1,all300,exploratory,6,7002,B,11707,52,0
stage1,all300,exploratory,6,7002,B,12379,52,0
stage1,all300,exploratory,6,7002,B,12887,52,0
stage1,all300,exploratory,6,7002,B,13074,52,0
stage1,all300,exploratory,6,7002,B,14295,52,0
stage1,all300,exploratory,6,7002,B,14452,52,0
stage1,all300,exploratory,6,7002,B,14905,52,0
stage1,all300,exploratory,6,7002,B,15225,52,0
stage1,all300,exploratory,6,7002,B,15307,52,0
stage1,all300,exploratory,6,7002,B,15412,52,0
stage1,all300,exploratory,6,7002,B,15625,52,0
stage1,all300,exploratory,6,7002,B,15932,52,0
stage1,all300,exploratory,6,7002,B,15982,52,0
stage1,all300,exploratory,6,7002,B,16383,52,0
stage1,all300,exploratory,6,7002,B,16771,52,0
stage1,all300,exploratory,6,7002,B,18031,52,0
stage1,all300,exploratory,6,7002,B,19574,52,0
stage1,all300,exploratory,6,7002,B,19753,52,0
stage1,all300,exploratory,6,7002,C,578,92,0
stage1,all300,exploratory,6,7002,C,1004,92,0
stage1,all300,exploratory,6,7002,C,1032,92,0
stage1,all300,exploratory,6,7002,C,1192,92,0
stage1,all300,exploratory,6,7002,C,1358,92,0
stage1,all300,exploratory,6,7002,C,1508,92,0
stage1,all300,exploratory,6,7002,C,2005,92,0
stage1,all300,exploratory,6,7002,C,2186,92,0
stage1,all300,exploratory,6,7002,C,2557,92,0
stage1,all300,exploratory,6,7002,C,2706,92,0
stage1,all300,exploratory,6,7002,C,3421,92,0
stage1,all300,exploratory,6,7002,C,4022,92,0
stage1,all300,exploratory,6,7002,C,4144,92,0
stage1,all300,exploratory,6,7002,C,4716,92,0
stage1,all300,exploratory,6,7002,C,4721,92,0
stage1,all300,exploratory,6,7002,C,5457,92,0
stage1,all300,exploratory,6,7002,C,8022,92,0
stage1,all300,exploratory,6,7002,C,8718,92,0
stage1,all300,exploratory,6,7002,C,8806,92,0
stage1,all300,exploratory,6,7002,C,9112,92,0
stage1,all300,exploratory,6,7002,C,11404,92,0
stage1,all300,exploratory,6,7002,C,11707,92,0
stage1,all300,exploratory,6,7002,C,12379,92,0
stage1,all300,exploratory,6,7002,C,12887,92,0
stage1,all300,exploratory,6,7002,C,13074,92,0
stage1,all300,exploratory,6,7002,C,14295,92,0
stage1,all300,exploratory,6,7002,C,14452,92,0
stage1,all300,exploratory,6,7002,C,14905,92,0
stage1,all300,exploratory,6,7002,C,15225,92,0
stage1,all300,exploratory,6,7002,C,15307,92,0
stage1,all300,exploratory,6,7002,C,15412,92,0
stage1,all300,exploratory,6,7002,C,15625,92,0
stage1,all300,exploratory,6,7002,C,15932,92,0
stage1,all300,exploratory,6,7002,C,15982,92,0
stage1,all300,exploratory,6,7002,C,16383,92,0
stage1,all300,exploratory,6,7002,C,16771,92,0
stage1,all300,exploratory,6,7002,C,18031,92,0
stage1,all300,exploratory,6,7002,C,19574,92,0
stage1,all300,exploratory,6,7002,C,19753,92,0
stage1,all300,exploratory,6,7003,A,578,24,0
stage1,all300,exploratory,6,7003,A,1004,24,0
stage1,all300,exploratory,6,7003,A,1032,24,0
stage1,all300,exploratory,6,7003,A,1192,24,0
stage1,all300,exploratory,6,7003,A,1358,24,0
stage1,all300,exploratory,6,7003,A,1508,24,0
stage1,all300,exploratory,6,7003,A,2005,24,0
stage1,all300,exploratory,6,7003,A,2186,24,0
stage1,all300,exploratory,6,7003,A,2557,24,0
stage1,all300,exploratory,6,7003,A,2706,24,0
stage1,all300,exploratory,6,7003,A,3421,24,0
stage1,all300,exploratory,6,7003,A,4022,24,0
stage1,all300,exploratory,6,7003,A,4144,24,0
stage1,all300,exploratory,6,7003,A,4716,24,0
stage1,all300,exploratory,6,7003,A,4721,24,0
stage1,all300,exploratory,6,7003,A,5457,24,0
stage1,all300,exploratory,6,7003,A,8022,24,0
stage1,all300,exploratory,6,7003,A,8718,24,0
stage1,all300,exploratory,6,7003,A,8806,24,0
stage1,all300,exploratory,6,7003,A,9112,24,0
stage1,all300,exploratory,6,7003,A,11404,24,0
stage1,all300,exploratory,6,7003,A,11707,24,0
stage1,all300,exploratory,6,7003,A,12379,24,0
stage1,all300,exploratory,6,7003,A,12887,24,0
stage1,all300,exploratory,6,7003,A,13074,24,0
stage1,all300,exploratory,6,7003,A,14295,24,0
stage1,all300,exploratory,6,7003,A,14452,24,0
stage1,all300,exploratory,6,7003,A,14905,24,0
stage1,all300,exploratory,6,7003,A,15225,24,0
stage1,all300,exploratory,6,7003,A,15307,24,0
stage1,all300,exploratory,6,7003,A,15412,24,0
stage1,all300,exploratory,6,7003,A,15625,24,0
stage1,all300,exploratory,6,7003,A,15932,24,0
stage1,all300,exploratory,6,7003,A,15982,24,0
stage1,all300,exploratory,6,7003,A,16383,24,0
stage1,all300,exploratory,6,7003,A,16771,24,0
stage1,all300,exploratory,6,7003,A,18031,24,0
stage1,all300,exploratory,6,7003,A,19574,24,0
stage1,all300,exploratory,6,7003,A,19753,24,0
stage1,all300,exploratory,6,7003,B,578,52,0
stage1,all300,exploratory,6,7003,B,1004,52,0
stage1,all300,exploratory,6,7003,B,1032,52,0
stage1,all300,exploratory,6,7003,B,1192,52,0
stage1,all300,exploratory,6,7003,B,1358,52,0
stage1,all300,exploratory,6,7003,B,1508,52,0
stage1,all300,exploratory,6,7003,B,2005,52,0
stage1,all300,exploratory,6,7003,B,2186,52,0
stage1,all300,exploratory,6,7003,B,2557,52,0
stage1,all300,exploratory,6,7003,B,2706,52,0
stage1,all300,exploratory,6,7003,B,3421,52,0
stage1,all300,exploratory,6,7003,B,4022,52,0
stage1,all300,exploratory,6,7003,B,4144,52,0
stage1,all300,exploratory,6,7003,B,4716,52,0
stage1,all300,exploratory,6,7003,B,4721,52,0
stage1,all300,exploratory,6,7003,B,5457,52,0
stage1,all300,exploratory,6,7003,B,8022,52,0
stage1,all300,exploratory,6,7003,B,8718,52,0
stage1,all300,exploratory,6,7003,B,8806,52,0
stage1,all300,exploratory,6,7003,B,9112,52,0
stage1,all300,exploratory,6,7003,B,11404,52,0
stage1,all300,exploratory,6,7003,B,11707,52,0
stage1,all300,exploratory,6,7003,B,12379,52,0
stage1,all300,exploratory,6,7003,B,12887,52,0
stage1,all300,exploratory,6,7003,B,13074,52,0
stage1,all300,exploratory,6,7003,B,14295,52,0
stage1,all300,exploratory,6,7003,B,14452,52,0
stage1,all300,exploratory,6,7003,B,14905,52,0
stage1,all300,exploratory,6,7003,B,15225,52,0
stage1,all300,exploratory,6,7003,B,15307,52,0
stage1,all300,exploratory,6,7003,B,15412,52,0
stage1,all300,exploratory,6,7003,B,15625,52,0
stage1,all300,exploratory,6,7003,B,15932,52,0
stage1,all300,exploratory,6,7003,B,15982,52,0
stage1,all300,exploratory,6,7003,B,16383,52,0
stage1,all300,exploratory,6,7003,B,16771,52,0
stage1,all300,exploratory,6,7003,B,18031,52,0
stage1,all300,exploratory,6,7003,B,19574,52,0
stage1,all300,exploratory,6,7003,B,19753,52,0
stage1,all300,exploratory,6,7003,C,578,92,0
stage1,all300,exploratory,6,7003,C,1004,92,0
stage1,all300,exploratory,6,7003,C,1032,92,0
stage1,all300,exploratory,6,7003,C,1192,92,0
stage1,all300,exploratory,6,7003,C,1358,92,0
stage1,all300,exploratory,6,7003,C,1508,92,0
stage1,all300,exploratory,6,7003,C,2005,92,0
stage1,all300,exploratory,6,7003,C,2186,92,0
stage1,all300,exploratory,6,7003,C,2557,92,0
stage1,all300,exploratory,6,7003,C,2706,92,0
stage1,all300,exploratory,6,7003,C,3421,92,0
stage1,all300,exploratory,6,7003,C,4022,92,0
stage1,all300,exploratory,6,7003,C,4144,92,0
stage1,all300,exploratory,6,7003,C,4716,92,0
stage1,all300,exploratory,6,7003,C,4721,92,0
stage1,all300,exploratory,6,7003,C,5457,92,0
stage1,all300,exploratory,6,7003,C,8022,92,0
stage1,all300,exploratory,6,7003,C,8718,92,0
stage1,all300,exploratory,6,7003,C,8806,92,0
stage1,all300,exploratory,6,7003,C,9112,92,0
stage1,all300,exploratory,6,7003,C,11404,92,0
stage1,all300,exploratory,6,7003,C,11707,92,0
stage1,all300,exploratory,6,7003,C,12379,92,0
stage1,all300,exploratory,6,7003,C,12887,92,0
stage1,all300,exploratory,6,7003,C,13074,92,0
stage1,all300,exploratory,6,7003,C,14295,92,0
stage1,all300,exploratory,6,7003,C,14452,92,0
stage1,all300,exploratory,6,7003,C,14905,92,0
stage1,all300,exploratory,6,7003,C,15225,92,0
stage1,all300,exploratory,6,7003,C,15307,92,0
stage1,all300,exploratory,6,7003,C,15412,92,0
stage1,all300,exploratory,6,7003,C,15625,92,0
stage1,all300,exploratory,6,7003,C,15932,92,0
stage1,all300,exploratory,6,7003,C,15982,92,0
stage1,all300,exploratory,6,7003,C,16383,92,0
stage1,all300,exploratory,6,7003,C,16771,92,0
stage1,all300,exploratory,6,7003,C,18031,92,0
stage1,all300,exploratory,6,7003,C,19574,92,0
stage1,all300,exploratory,6,7003,C,19753,92,0
stage1,all300,exploratory,6,7004,A,578,24,0
stage1,all300,exploratory,6,7004,A,1004,24,0
stage1,all300,exploratory,6,7004,A,1032,24,0
stage1,all300,exploratory,6,7004,A,1192,24,0
stage1,all300,exploratory,6,7004,A,1358,24,0
stage1,all300,exploratory,6,7004,A,1508,24,0
stage1,all300,exploratory,6,7004,A,2005,24,0
stage1,all300,exploratory,6,7004,A,2186,24,0
stage1,all300,exploratory,6,7004,A,2557,24,0
stage1,all300,exploratory,6,7004,A,2706,24,0
stage1,all300,exploratory,6,7004,A,3421,24,0
stage1,all300,exploratory,6,7004,A,4022,24,0
stage1,all300,exploratory,6,7004,A,4144,24,0
stage1,all300,exploratory,6,7004,A,4716,24,0
stage1,all300,exploratory,6,7004,A,4721,24,0
stage1,all300,exploratory,6,7004,A,5457,24,0
stage1,all300,exploratory,6,7004,A,8022,24,0
stage1,all300,exploratory,6,7004,A,8718,24,0
stage1,all300,exploratory,6,7004,A,8806,24,0
stage1,all300,exploratory,6,7004,A,9112,24,0
stage1,all300,exploratory,6,7004,A,11404,24,0
stage1,all300,exploratory,6,7004,A,11707,24,0
stage1,all300,exploratory,6,7004,A,12379,24,0
stage1,all300,exploratory,6,7004,A,12887,24,0
stage1,all300,exploratory,6,7004,A,13074,24,0
stage1,all300,exploratory,6,7004,A,14295,24,0
stage1,all300,exploratory,6,7004,A,14452,24,0
stage1,all300,exploratory,6,7004,A,14905,24,0
stage1,all300,exploratory,6,7004,A,15225,24,0
stage1,all300,exploratory,6,7004,A,15307,24,0
stage1,all300,exploratory,6,7004,A,15412,24,0
stage1,all300,exploratory,6,7004,A,15625,24,0
stage1,all300,exploratory,6,7004,A,15932,24,0
stage1,all300,exploratory,6,7004,A,15982,24,0
stage1,all300,exploratory,6,7004,A,16383,24,0
stage1,all300,exploratory,6,7004,A,16771,24,0
stage1,all300,exploratory,6,7004,A,18031,24,0
stage1,all300,exploratory,6,7004,A,19574,24,0
stage1,all300,exploratory,6,7004,A,19753,24,0
stage1,all300,exploratory,6,7004,B,578,52,0
stage1,all300,exploratory,6,7004,B,1004,52,0
stage1,all300,exploratory,6,7004,B,1032,52,0
stage1,all300,exploratory,6,7004,B,1192,52,0
stage1,all300,exploratory,6,7004,B,1358,52,0
stage1,all300,exploratory,6,7004,B,1508,52,0
stage1,all300,exploratory,6,7004,B,2005,52,0
stage1,all300,exploratory,6,7004,B,2186,52,0
stage1,all300,exploratory,6,7004,B,2557,52,0
stage1,all300,exploratory,6,7004,B,2706,52,0
stage1,all300,exploratory,6,7004,B,3421,52,0
stage1,all300,exploratory,6,7004,B,4022,52,0
stage1,all300,exploratory,6,7004,B,4144,52,0
stage1,all300,exploratory,6,7004,B,4716,52,0
stage1,all300,exploratory,6,7004,B,4721,52,0
stage1,all300,exploratory,6,7004,B,5457,52,0
stage1,all300,exploratory,6,7004,B,8022,52,0
stage1,all300,exploratory,6,7004,B,8718,52,0
stage1,all300,exploratory,6,7004,B,8806,52,0
stage1,all300,exploratory,6,7004,B,9112,52,0
stage1,all300,exploratory,6,7004,B,11404,52,0
stage1,all300,exploratory,6,7004,B,11707,52,0
stage1,all300,exploratory,6,7004,B,12379,52,0
stage1,all300,exploratory,6,7004,B,12887,52,0
stage1,all300,exploratory,6,7004,B,13074,52,0
stage1,all300,exploratory,6,7004,B,14295,52,0
stage1,all300,exploratory,6,7004,B,14452,52,0
stage1,all300,exploratory,6,7004,B,14905,52,0
stage1,all300,exploratory,6,7004,B,15225,52,0
stage1,all300,exploratory,6,7004,B,15307,52,0
stage1,all300,exploratory,6,7004,B,15412,52,0
stage1,all300,exploratory,6,7004,B,15625,52,0
stage1,all300,exploratory,6,7004,B,15932,52,0
stage1,all300,exploratory,6,7004,B,15982,52,0
stage1,all300,exploratory,6,7004,B,16383,52,0
stage1,all300,exploratory,6,7004,B,16771,52,0
stage1,all300,exploratory,6,7004,B,18031,52,0
stage1,all300,exploratory,6,7004,B,19574,52,0
stage1,all300,exploratory,6,7004,B,19753,52,0
stage1,all300,exploratory,6,7004,C,578,92,0
stage1,all300,exploratory,6,7004,C,1004,92,0
stage1,all300,exploratory,6,7004,C,1032,92,0
stage1,all300,exploratory,6,7004,C,1192,92,0
stage1,all300,exploratory,6,7004,C,1358,92,0
stage1,all300,exploratory,6,7004,C,1508,92,0
stage1,all300,exploratory,6,7004,C,2005,92,0
stage1,all300,exploratory,6,7004,C,2186,92,0
stage1,all300,exploratory,6,7004,C,2557,92,0
stage1,all300,exploratory,6,7004,C,2706,92,0
stage1,all300,exploratory,6,7004,C,3421,92,0
stage1,all300,exploratory,6,7004,C,4022,92,0
stage1,all300,exploratory,6,7004,C,4144,92,0
stage1,all300,exploratory,6,7004,C,4716,92,0
stage1,all300,exploratory,6,7004,C,4721,92,0
stage1,all300,exploratory,6,7004,C,5457,92,0
stage1,all300,exploratory,6,7004,C,8022,92,0
stage1,all300,exploratory,6,7004,C,8718,92,0
stage1,all300,exploratory,6,7004,C,8806,92,0
stage1,all300,exploratory,6,7004,C,9112,92,0
stage1,all300,exploratory,6,7004,C,11404,92,0
stage1,all300,exploratory,6,7004,C,11707,92,0
stage1,all300,exploratory,6,7004,C,12379,92,0
stage1,all300,exploratory,6,7004,C,12887,92,0
stage1,all300,exploratory,6,7004,C,13074,92,0
stage1,all300,exploratory,6,7004,C,14295,92,0
stage1,all300,exploratory,6,7004,C,14452,92,0
stage1,all300,exploratory,6,7004,C,14905,92,0
stage1,all300,exploratory,6,7004,C,15225,92,0
stage1,all300,exploratory,6,7004,C,15307,92,0
stage1,all300,exploratory,6,7004,C,15412,92,0
stage1,all300,exploratory,6,7004,C,15625,92,0
stage1,all300,exploratory,6,7004,C,15932,92,0
stage1,all300,exploratory,6,7004,C,15982,92,0
stage1,all300,exploratory,6,7004,C,16383,92,0
stage1,all300,exploratory,6,7004,C,16771,92,0
stage1,all300,exploratory,6,7004,C,18031,92,0
stage1,all300,exploratory,6,7004,C,19574,92,0
stage1,all300,exploratory,6,7004,C,19753,92,0
stage1,all300,exploratory,6,7005,A,578,24,0
stage1,all300,exploratory,6,7005,A,1004,24,0
stage1,all300,exploratory,6,7005,A,1032,24,0
stage1,all300,exploratory,6,7005,A,1192,24,0
stage1,all300,exploratory,6,7005,A,1358,24,0
stage1,all300,exploratory,6,7005,A,1508,24,0
stage1,all300,exploratory,6,7005,A,2005,24,0
stage1,all300,exploratory,6,7005,A,2186,24,0
stage1,all300,exploratory,6,7005,A,2557,24,0
