stage,ecg_id,source_peak_index,r_peak_sample,r_peak_time_s,left_sample,right_sample,rr_prev_ms,rr_next_ms,valid,failure_reason,beat_index
stage2,12706,0,362,0.724,,591.0,,916.0,False,edge_no_two_neighbors,-1
stage2,12706,1,820,1.64,591.0,1044.5,916.0,898.0,True,,0
stage2,12706,2,1269,2.538,1044.5,1496.0,898.0,908.0,True,,1
stage2,12706,3,1723,3.446,1496.0,1939.0,908.0,864.0,True,,2
stage2,12706,4,2155,4.31,1939.0,2373.5,864.0,874.0,True,,3
stage2,12706,5,2592,5.184,2373.5,2827.5,874.0,942.0,True,,4
stage2,12706,6,3063,6.126,2827.5,3290.5,942.0,910.0,True,,5
stage2,12706,7,3518,7.036,3290.5,3737.0,910.0,876.0,True,,6
stage2,12706,8,3956,7.912,3737.0,4182.0,876.0,904.0,True,,7
stage2,12706,9,4408,8.816,4182.0,4637.0,904.0,916.0,True,,8
stage2,12706,10,4866,9.732,4637.0,,916.0,,False,edge_no_two_neighbors,-1
stage2,12736,0,157,0.314,,337.5,,722.0,False,edge_no_two_neighbors,-1
stage2,12736,1,518,1.036,337.5,708.0,722.0,760.0,True,,0
stage2,12736,2,898,1.796,708.0,1092.0,760.0,776.0,True,,1
stage2,12736,3,1286,2.572,1092.0,1482.5,776.0,786.0,True,,2
stage2,12736,4,1679,3.358,1482.5,1872.0,786.0,772.0,True,,3
stage2,12736,5,2065,4.13,1872.0,2262.5,772.0,790.0,True,,4
stage2,12736,6,2460,4.92,2262.5,2662.0,790.0,808.0,True,,5
stage2,12736,7,2864,5.728,2662.0,3059.0,808.0,780.0,True,,6
stage2,12736,8,3254,6.508,3059.0,3439.5,780.0,742.0,True,,7
stage2,12736,9,3625,7.25,3439.5,3817.0,742.0,768.0,True,,8
stage2,12736,10,4009,8.018,3817.0,4205.0,768.0,784.0,True,,9
stage2,12736,11,4401,8.802,4205.0,4598.5,784.0,790.0,True,,10
stage2,12736,12,4796,9.592,4598.5,,790.0,,False,edge_no_two_neighbors,-1
stage2,12781,0,18,0.036,,252.0,,936.0,False,edge_no_two_neighbors,-1
stage2,12781,1,486,0.972,252.0,708.0,936.0,888.0,True,,0
stage2,12781,2,930,1.86,708.0,1209.0,888.0,1116.0,True,,1
stage2,12781,3,1488,2.976,1209.0,1742.0,1116.0,1016.0,True,,2
stage2,12781,4,1996,3.992,1742.0,2257.0,1016.0,1044.0,True,,3
stage2,12781,5,2518,5.036,2257.0,2777.0,1044.0,1036.0,True,,4
stage2,12781,6,3036,6.072,2777.0,3290.0,1036.0,1016.0,True,,5
stage2,12781,7,3544,7.088,3290.0,3801.0,1016.0,1028.0,True,,6
stage2,12781,8,4058,8.116,3801.0,4311.5,1028.0,1014.0,True,,7
stage2,12781,9,4565,9.13,4311.5,,1014.0,,False,edge_no_two_neighbors,-1
stage2,12840,0,269,0.538,,521.0,,1008.0,False,edge_no_two_neighbors,-1
stage2,12840,1,773,1.546,521.0,1046.0,1008.0,1092.0,True,,0
stage2,12840,2,1319,2.638,1046.0,1569.5,1092.0,1002.0,True,,1
stage2,12840,3,1820,3.64,1569.5,2074.5,1002.0,1018.0,True,,2
stage2,12840,4,2329,4.658,2074.5,2572.0,1018.0,972.0,True,,3
stage2,12840,5,2815,5.63,2572.0,3070.5,972.0,1022.0,True,,4
stage2,12840,6,3326,6.652,3070.5,3601.0,1022.0,1100.0,True,,5
stage2,12840,7,3876,7.752,3601.0,4130.5,1100.0,1018.0,True,,6
stage2,12840,8,4385,8.77,4130.5,4645.0,1018.0,1040.0,True,,7
stage2,12840,9,4905,9.81,4645.0,,1040.0,,False,edge_no_two_neighbors,-1
stage2,12845,0,254,0.508,,454.5,,802.0,False,edge_no_two_neighbors,-1
stage2,12845,1,655,1.31,454.5,872.0,802.0,868.0,True,,0
stage2,12845,2,1089,2.178,872.0,1310.5,868.0,886.0,True,,1
stage2,12845,3,1532,3.064,1310.5,1751.0,886.0,876.0,True,,2
stage2,12845,4,1970,3.94,1751.0,2170.5,876.0,802.0,True,,3
stage2,12845,5,2371,4.742,2170.5,2576.0,802.0,820.0,True,,4
stage2,12845,6,2781,5.562,2576.0,2996.0,820.0,860.0,True,,5
stage2,12845,7,3211,6.422,2996.0,3430.5,860.0,878.0,True,,6
stage2,12845,8,3650,7.3,3430.5,3865.0,878.0,860.0,True,,7
stage2,12845,9,4080,8.16,3865.0,4288.0,860.0,832.0,True,,8
stage2,12845,10,4496,8.992,4288.0,4711.5,832.0,862.0,True,,9
stage2,12845,11,4927,9.854,4711.5,,862.0,,False,edge_no_two_neighbors,-1
stage2,12884,0,178,0.356,,418.5,,962.0,False,edge_no_two_neighbors,-1
stage2,12884,1,659,1.318,418.5,903.0,962.0,976.0,True,,0
stage2,12884,2,1147,2.294,903.0,1391.5,976.0,978.0,True,,1
stage2,12884,3,1636,3.272,1391.5,1876.5,978.0,962.0,True,,2
stage2,12884,4,2117,4.234,1876.5,2361.5,962.0,978.0,True,,3
stage2,12884,5,2606,5.212,2361.5,2847.0,978.0,964.0,True,,4
stage2,12884,6,3088,6.176,2847.0,3328.0,964.0,960.0,True,,5
stage2,12884,7,3568,7.136,3328.0,3803.0,960.0,940.0,True,,6
stage2,12884,8,4038,8.076,3803.0,4275.0,940.0,948.0,True,,7
stage2,12884,9,4512,9.024,4275.0,,948.0,,False,edge_no_two_neighbors,-1
stage2,12887,0,217,0.434,,394.0,,708.0,False,edge_no_two_neighbors,-1
stage2,12887,1,571,1.142,394.0,749.5,708.0,714.0,True,,0
stage2,12887,2,928,1.856,749.5,1114.5,714.0,746.0,True,,1
stage2,12887,3,1301,2.602,1114.5,1493.0,746.0,768.0,True,,2
stage2,12887,4,1685,3.37,1493.0,1869.5,768.0,738.0,True,,3
stage2,12887,5,2054,4.108,1869.5,2238.0,738.0,736.0,True,,4
stage2,12887,6,2422,4.844,2238.0,2613.5,736.0,766.0,True,,5
stage2,12887,7,2805,5.61,2613.5,2996.5,766.0,766.0,True,,6
stage2,12887,8,3188,6.376,2996.5,3367.5,766.0,718.0,True,,7
stage2,12887,9,3547,7.094,3367.5,3723.0,718.0,704.0,True,,8
stage2,12887,10,3899,7.798,3723.0,4073.0,704.0,696.0,True,,9
stage2,12887,11,4247,8.494,4073.0,4423.5,696.0,706.0,True,,10
stage2,12887,12,4600,9.2,4423.5,4768.0,706.0,672.0,True,,11
stage2,12887,13,4936,9.872,4768.0,,672.0,,False,edge_no_two_neighbors,-1
stage2,12904,0,231,0.462,,361.5,,522.0,False,edge_no_two_neighbors,-1
stage2,12904,1,492,0.984,361.5,623.5,522.0,526.0,True,,0
stage2,12904,2,755,1.51,623.5,887.0,526.0,528.0,True,,1
stage2,12904,3,1019,2.038,887.0,1151.5,528.0,530.0,True,,2
stage2,12904,4,1284,2.568,1151.5,1417.5,530.0,534.0,True,,3
stage2,12904,5,1551,3.102,1417.5,1685.0,534.0,536.0,True,,4
stage2,12904,6,1819,3.638,1685.0,1953.0,536.0,536.0,True,,5
stage2,12904,7,2087,4.174,1953.0,2221.0,536.0,536.0,True,,6
stage2,12904,8,2355,4.71,2221.0,2489.0,536.0,536.0,True,,7
stage2,12904,9,2623,5.246,2489.0,2757.5,536.0,538.0,True,,8
stage2,12904,10,2892,5.784,2757.5,3026.5,538.0,538.0,True,,9
stage2,12904,11,3161,6.322,3026.5,3294.5,538.0,534.0,True,,10
stage2,12904,12,3428,6.856,3294.5,3561.0,534.0,532.0,True,,11
stage2,12904,13,3694,7.388,3561.0,3826.5,532.0,530.0,True,,12
stage2,12904,14,3959,7.918,3826.5,4091.5,530.0,530.0,True,,13
stage2,12904,15,4224,8.448,4091.5,4356.0,530.0,528.0,True,,14
stage2,12904,16,4488,8.976,4356.0,4620.5,528.0,530.0,True,,15
stage2,12904,17,4753,9.506,4620.5,,530.0,,False,edge_no_two_neighbors,-1
stage2,12954,0,182,0.364,,393.5,,846.0,False,edge_no_two_neighbors,-1
stage2,12954,1,605,1.21,393.5,819.0,846.0,856.0,True,,0
stage2,12954,2,1033,2.066,819.0,1238.0,856.0,820.0,True,,1
stage2,12954,3,1443,2.886,1238.0,1644.5,820.0,806.0,True,,2
stage2,12954,4,1846,3.692,1644.5,2054.0,806.0,832.0,True,,3
stage2,12954,5,2262,4.524,2054.0,2472.5,832.0,842.0,True,,4
stage2,12954,6,2683,5.366,2472.5,2896.0,842.0,852.0,True,,5
stage2,12954,7,3109,6.218,2896.0,3316.5,852.0,830.0,True,,6
stage2,12954,8,3524,7.048,3316.5,3728.0,830.0,816.0,True,,7
stage2,12954,9,3932,7.864,3728.0,4143.0,816.0,844.0,True,,8
stage2,12954,10,4354,8.708,4143.0,4568.5,844.0,858.0,True,,9
stage2,12954,11,4783,9.566,4568.5,,858.0,,False,edge_no_two_neighbors,-1
stage2,12970,0,281,0.562,,444.0,,652.0,False,edge_no_two_neighbors,-1
stage2,12970,1,607,1.214,444.0,770.5,652.0,654.0,True,,0
stage2,12970,2,934,1.868,770.5,1095.5,654.0,646.0,True,,1
stage2,12970,3,1257,2.514,1095.5,1418.5,646.0,646.0,True,,2
stage2,12970,4,1580,3.16,1418.5,1741.5,646.0,646.0,True,,3
stage2,12970,5,1903,3.806,1741.5,2064.0,646.0,644.0,True,,4
stage2,12970,6,2225,4.45,2064.0,2385.5,644.0,642.0,True,,5
stage2,12970,7,2546,5.092,2385.5,2709.5,642.0,654.0,True,,6
stage2,12970,8,2873,5.746,2709.5,3038.0,654.0,660.0,True,,7
stage2,12970,9,3203,6.406,3038.0,3366.0,660.0,652.0,True,,8
stage2,12970,10,3529,7.058,3366.0,3693.0,652.0,656.0,True,,9
stage2,12970,11,3857,7.714,3693.0,4022.0,656.0,660.0,True,,10
stage2,12970,12,4187,8.374,4022.0,4351.0,660.0,656.0,True,,11
stage2,12970,13,4515,9.03,4351.0,4678.5,656.0,654.0,True,,12
stage2,12970,14,4842,9.684,4678.5,,654.0,,False,edge_no_two_neighbors,-1
stage2,13074,0,397,0.794,,637.0,,960.0,False,edge_no_two_neighbors,-1
stage2,13074,1,877,1.754,637.0,1129.5,960.0,1010.0,True,,0
stage2,13074,2,1382,2.764,1129.5,1634.5,1010.0,1010.0,True,,1
stage2,13074,3,1887,3.774,1634.5,2126.0,1010.0,956.0,True,,2
stage2,13074,4,2365,4.73,2126.0,2593.0,956.0,912.0,True,,3
stage2,13074,5,2821,5.642,2593.0,3069.0,912.0,992.0,True,,4
stage2,13074,6,3317,6.634,3069.0,3580.0,992.0,1052.0,True,,5
stage2,13074,7,3843,7.686,3580.0,4098.5,1052.0,1022.0,True,,6
stage2,13074,8,4354,8.708,4098.5,4588.5,1022.0,938.0,True,,7
stage2,13074,9,4823,9.646,4588.5,,938.0,,False,edge_no_two_neighbors,-1
stage2,13651,0,135,0.27,,253.5,,474.0,False,edge_no_two_neighbors,-1
stage2,13651,1,372,0.744,253.5,635.0,474.0,1052.0,True,,0
stage2,13651,2,898,1.796,635.0,1203.0,1052.0,1220.0,True,,1
stage2,13651,3,1508,3.016,1203.0,1788.0,1220.0,1120.0,True,,2
stage2,13651,4,2068,4.136,1788.0,2342.0,1120.0,1096.0,True,,3
stage2,13651,5,2616,5.232,2342.0,2883.5,1096.0,1070.0,True,,4
stage2,13651,6,3151,6.302,2883.5,3273.5,1070.0,490.0,True,,5
stage2,13651,7,3396,6.792,3273.5,3655.5,490.0,1038.0,True,,6
stage2,13651,8,3915,7.83,3655.5,4206.5,1038.0,1166.0,True,,7
stage2,13651,9,4498,8.996,4206.5,,1166.0,,False,edge_no_two_neighbors,-1
stage2,13661,0,27,0.054,,175.5,,594.0,False,edge_no_two_neighbors,-1
stage2,13661,1,324,0.648,175.5,473.5,594.0,598.0,True,,0
stage2,13661,2,623,1.246,473.5,773.0,598.0,600.0,True,,1
stage2,13661,3,923,1.846,773.0,1072.5,600.0,598.0,True,,2
stage2,13661,4,1222,2.444,1072.5,1371.5,598.0,598.0,True,,3
stage2,13661,5,1521,3.042,1371.5,1670.5,598.0,598.0,True,,4
stage2,13661,6,1820,3.64,1670.5,1970.5,598.0,602.0,True,,5
stage2,13661,7,2121,4.242,1970.5,2271.0,602.0,600.0,True,,6
stage2,13661,8,2421,4.842,2271.0,2572.5,600.0,606.0,True,,7
stage2,13661,9,2724,5.448,2572.5,2876.0,606.0,608.0,True,,8
stage2,13661,10,3028,6.056,2876.0,3181.5,608.0,614.0,True,,9
stage2,13661,11,3335,6.67,3181.5,3490.0,614.0,620.0,True,,10
stage2,13661,12,3645,7.29,3490.0,3800.5,620.0,622.0,True,,11
stage2,13661,13,3956,7.912,3800.5,4113.0,622.0,628.0,True,,12
stage2,13661,14,4270,8.54,4113.0,4431.0,628.0,644.0,True,,13
stage2,13661,15,4592,9.184,4431.0,4753.0,644.0,644.0,True,,14
stage2,13661,16,4914,9.828,4753.0,,644.0,,False,edge_no_two_neighbors,-1
stage2,13837,0,123,0.246,,333.5,,842.0,False,edge_no_two_neighbors,-1
stage2,13837,1,544,1.088,333.5,751.0,842.0,828.0,True,,0
stage2,13837,2,958,1.916,751.0,1161.5,828.0,814.0,True,,1
stage2,13837,3,1365,2.73,1161.5,1579.0,814.0,856.0,True,,2
stage2,13837,4,1793,3.586,1579.0,1997.5,856.0,818.0,True,,3
stage2,13837,5,2202,4.404,1997.5,2399.5,818.0,790.0,True,,4
stage2,13837,6,2597,5.194,2399.5,2793.0,790.0,784.0,True,,5
stage2,13837,7,2989,5.978,2793.0,3190.5,784.0,806.0,True,,6
stage2,13837,8,3392,6.784,3190.5,3590.5,806.0,794.0,True,,7
stage2,13837,9,3789,7.578,3590.5,3987.5,794.0,794.0,True,,8
stage2,13837,10,4186,8.372,3987.5,4396.0,794.0,840.0,True,,9
stage2,13837,11,4606,9.212,4396.0,,840.0,,False,edge_no_two_neighbors,-1
stage2,13919,0,242,0.484,,543.5,,1206.0,False,edge_no_two_neighbors,-1
stage2,13919,1,845,1.69,543.5,1160.5,1206.0,1262.0,True,,0
stage2,13919,2,1476,2.952,1160.5,1781.5,1262.0,1222.0,True,,1
stage2,13919,3,2087,4.174,1781.5,2393.5,1222.0,1226.0,True,,2
stage2,13919,4,2700,5.4,2393.5,3016.0,1226.0,1264.0,True,,3
stage2,13919,5,3332,6.664,3016.0,3626.0,1264.0,1176.0,True,,4
stage2,13919,6,3920,7.84,3626.0,4230.0,1176.0,1240.0,True,,5
stage2,13919,7,4540,9.08,4230.0,,1240.0,,False,edge_no_two_neighbors,-1
stage2,14295,0,344,0.688,,573.5,,918.0,False,edge_no_two_neighbors,-1
stage2,14295,1,803,1.606,573.5,958.5,918.0,622.0,True,,0
stage2,14295,2,1114,2.228,958.5,1388.5,622.0,1098.0,True,,1
stage2,14295,3,1663,3.326,1388.5,1892.5,1098.0,918.0,True,,2
stage2,14295,4,2122,4.244,1892.5,2353.0,918.0,924.0,True,,3
stage2,14295,5,2584,5.168,2353.0,2817.0,924.0,932.0,True,,4
stage2,14295,6,3050,6.1,2817.0,3263.0,932.0,852.0,True,,5
stage2,14295,7,3476,6.952,3263.0,3720.0,852.0,976.0,True,,6
stage2,14295,8,3964,7.928,3720.0,4191.5,976.0,910.0,True,,7
stage2,14295,9,4419,8.838,4191.5,4648.5,910.0,918.0,True,,8
stage2,14295,10,4878,9.756,4648.5,,918.0,,False,edge_no_two_neighbors,-1
stage2,14351,0,104,0.208,,304.0,,800.0,False,edge_no_two_neighbors,-1
stage2,14351,1,504,1.008,304.0,808.5,800.0,1218.0,True,,0
stage2,14351,2,1113,2.226,808.5,1329.0,1218.0,864.0,True,,1
stage2,14351,3,1545,3.09,1329.0,1811.0,864.0,1064.0,True,,2
stage2,14351,4,2077,4.154,1811.0,2305.5,1064.0,914.0,True,,3
stage2,14351,5,2534,5.068,2305.5,2696.5,914.0,650.0,True,,4
stage2,14351,6,2859,5.718,2696.5,3083.0,650.0,896.0,True,,5
stage2,14351,7,3307,6.614,3083.0,3537.5,896.0,922.0,True,,6
stage2,14351,8,3768,7.536,3537.5,4108.0,922.0,1360.0,True,,7
stage2,14351,9,4448,8.896,4108.0,4650.5,1360.0,810.0,True,,8
stage2,14351,10,4853,9.706,4650.5,,810.0,,False,edge_no_two_neighbors,-1
stage2,14398,0,159,0.318,,408.0,,996.0,False,edge_no_two_neighbors,-1
stage2,14398,1,657,1.314,408.0,909.5,996.0,1010.0,True,,0
stage2,14398,2,1162,2.324,909.5,1410.0,1010.0,992.0,True,,1
stage2,14398,3,1658,3.316,1410.0,1900.5,992.0,970.0,True,,2
stage2,14398,4,2143,4.286,1900.5,2394.5,970.0,1006.0,True,,3
stage2,14398,5,2646,5.292,2394.5,2904.5,1006.0,1034.0,True,,4
stage2,14398,6,3163,6.326,2904.5,3415.5,1034.0,1010.0,True,,5
stage2,14398,7,3668,7.336,3415.5,3915.5,1010.0,990.0,True,,6
stage2,14398,8,4163,8.326,3915.5,4418.0,990.0,1020.0,True,,7
stage2,14398,9,4673,9.346,4418.0,,1020.0,,False,edge_no_two_neighbors,-1
stage2,14452,0,47,0.094,,276.0,,916.0,False,edge_no_two_neighbors,-1
stage2,14452,1,505,1.01,276.0,736.0,916.0,924.0,True,,0
stage2,14452,2,967,1.934,736.0,1196.0,924.0,916.0,True,,1
stage2,14452,3,1425,2.85,1196.0,1651.5,916.0,906.0,True,,2
stage2,14452,4,1878,3.756,1651.5,2102.0,906.0,896.0,True,,3
stage2,14452,5,2326,4.652,2102.0,2552.5,896.0,906.0,True,,4
stage2,14452,6,2779,5.558,2552.5,3004.5,906.0,902.0,True,,5
stage2,14452,7,3230,6.46,3004.5,3456.5,902.0,906.0,True,,6
stage2,14452,8,3683,7.366,3456.5,3909.5,906.0,906.0,True,,7
stage2,14452,9,4136,8.272,3909.5,4358.5,906.0,890.0,True,,8
stage2,14452,10,4581,9.162,4358.5,,890.0,,False,edge_no_two_neighbors,-1
stage2,14453,0,82,0.164,,295.5,,854.0,False,edge_no_two_neighbors,-1
stage2,14453,1,509,1.018,295.5,727.0,854.0,872.0,True,,0
stage2,14453,2,945,1.89,727.0,1160.0,872.0,860.0,True,,1
stage2,14453,3,1375,2.75,1160.0,1595.5,860.0,882.0,True,,2
stage2,14453,4,1816,3.632,1595.5,2034.0,882.0,872.0,True,,3
stage2,14453,5,2252,4.504,2034.0,2458.0,872.0,824.0,True,,4
stage2,14453,6,2664,5.328,2458.0,2871.0,824.0,828.0,True,,5
stage2,14453,7,3078,6.156,2871.0,3287.5,828.0,838.0,True,,6
stage2,14453,8,3497,6.994,3287.5,3715.5,838.0,874.0,True,,7
stage2,14453,9,3934,7.868,3715.5,4157.5,874.0,894.0,True,,8
stage2,14453,10,4381,8.762,4157.5,4605.5,894.0,898.0,True,,9
stage2,14453,11,4830,9.66,4605.5,,898.0,,False,edge_no_two_neighbors,-1
stage2,14463,0,260,0.52,,498.5,,954.0,False,edge_no_two_neighbors,-1
stage2,14463,1,737,1.474,498.5,981.0,954.0,976.0,True,,0
stage2,14463,2,1225,2.45,981.0,1474.5,976.0,998.0,True,,1
stage2,14463,3,1724,3.448,1474.5,1962.5,998.0,954.0,True,,2
stage2,14463,4,2201,4.402,1962.5,2439.0,954.0,952.0,True,,3
stage2,14463,5,2677,5.354,2439.0,2915.5,952.0,954.0,True,,4
stage2,14463,6,3154,6.308,2915.5,3393.0,954.0,956.0,True,,5
stage2,14463,7,3632,7.264,3393.0,3866.0,956.0,936.0,True,,6
stage2,14463,8,4100,8.2,3866.0,4338.0,936.0,952.0,True,,7
stage2,14463,9,4576,9.152,4338.0,,952.0,,False,edge_no_two_neighbors,-1
stage2,14470,0,48,0.096,,378.5,,1322.0,False,edge_no_two_neighbors,-1
stage2,14470,1,709,1.418,378.5,1054.5,1322.0,1382.0,True,,0
stage2,14470,2,1400,2.8,1054.5,1736.5,1382.0,1346.0,True,,1
stage2,14470,3,2073,4.146,1736.5,2409.0,1346.0,1344.0,True,,2
stage2,14470,4,2745,5.49,2409.0,3092.5,1344.0,1390.0,True,,3
stage2,14470,5,3440,6.88,3092.5,3778.5,1390.0,1354.0,True,,4
stage2,14470,6,4117,8.234,3778.5,4453.5,1354.0,1346.0,True,,5
stage2,14470,7,4790,9.58,4453.5,,1346.0,,False,edge_no_two_neighbors,-1
stage2,14521,0,67,0.134,,259.5,,770.0,False,edge_no_two_neighbors,-1
stage2,14521,1,452,0.904,259.5,647.0,770.0,780.0,True,,0
stage2,14521,2,842,1.684,647.0,1037.5,780.0,782.0,True,,1
stage2,14521,3,1233,2.466,1037.5,1432.5,782.0,798.0,True,,2
stage2,14521,4,1632,3.264,1432.5,1834.5,798.0,810.0,True,,3
stage2,14521,5,2037,4.074,1834.5,2238.0,810.0,804.0,True,,4
stage2,14521,6,2439,4.878,2238.0,2643.5,804.0,818.0,True,,5
stage2,14521,7,2848,5.696,2643.5,3053.0,818.0,820.0,True,,6
stage2,14521,8,3258,6.516,3053.0,3457.0,820.0,796.0,True,,7
stage2,14521,9,3656,7.312,3457.0,3858.0,796.0,808.0,True,,8
stage2,14521,10,4060,8.12,3858.0,4262.5,808.0,810.0,True,,9
stage2,14521,11,4465,8.93,4262.5,4662.5,810.0,790.0,True,,10
stage2,14521,12,4860,9.72,4662.5,,790.0,,False,edge_no_two_neighbors,-1
stage2,14664,0,191,0.382,,362.5,,686.0,False,edge_no_two_neighbors,-1
stage2,14664,1,534,1.068,362.5,705.0,686.0,684.0,True,,0
stage2,14664,2,876,1.752,705.0,1049.0,684.0,692.0,True,,1
stage2,14664,3,1222,2.444,1049.0,1394.0,692.0,688.0,True,,2
stage2,14664,4,1566,3.132,1394.0,1738.5,688.0,690.0,True,,3
stage2,14664,5,1911,3.822,1738.5,2082.5,690.0,686.0,True,,4
stage2,14664,6,2254,4.508,2082.5,2424.0,686.0,680.0,True,,5
stage2,14664,7,2594,5.188,2424.0,2763.5,680.0,678.0,True,,6
stage2,14664,8,2933,5.866,2763.5,3104.0,678.0,684.0,True,,7
stage2,14664,9,3275,6.55,3104.0,3446.5,684.0,686.0,True,,8
stage2,14664,10,3618,7.236,3446.5,3790.5,686.0,690.0,True,,9
stage2,14664,11,3963,7.926,3790.5,4134.5,690.0,686.0,True,,10
stage2,14664,12,4306,8.612,4134.5,4476.5,686.0,682.0,True,,11
stage2,14664,13,4647,9.294,4476.5,,682.0,,False,edge_no_two_neighbors,-1
stage2,14712,0,222,0.444,,460.0,,952.0,False,edge_no_two_neighbors,-1
stage2,14712,1,698,1.396,460.0,925.0,952.0,908.0,True,,0
stage2,14712,2,1152,2.304,925.0,1378.0,908.0,904.0,True,,1
stage2,14712,3,1604,3.208,1378.0,1835.5,904.0,926.0,True,,2
stage2,14712,4,2067,4.134,1835.5,2288.0,926.0,884.0,True,,3
stage2,14712,5,2509,5.018,2288.0,2721.5,884.0,850.0,True,,4
stage2,14712,6,2934,5.868,2721.5,3161.5,850.0,910.0,True,,5
stage2,14712,7,3389,6.778,3161.5,3621.5,910.0,930.0,True,,6
stage2,14712,8,3854,7.708,3621.5,4076.0,930.0,888.0,True,,7
stage2,14712,9,4298,8.596,4076.0,4521.5,888.0,894.0,True,,8
stage2,14712,10,4745,9.49,4521.5,,894.0,,False,edge_no_two_neighbors,-1
stage2,14717,0,37,0.074,,260.5,,894.0,False,edge_no_two_neighbors,-1
stage2,14717,1,484,0.968,260.5,791.0,894.0,1228.0,True,,0
stage2,14717,2,1098,2.196,791.0,1396.0,1228.0,1192.0,True,,1
stage2,14717,3,1694,3.388,1396.0,2001.5,1192.0,1230.0,True,,2
stage2,14717,4,2309,4.618,2001.5,2639.0,1230.0,1320.0,True,,3
stage2,14717,5,2969,5.938,2639.0,3298.5,1320.0,1318.0,True,,4
stage2,14717,6,3628,7.256,3298.5,3946.0,1318.0,1272.0,True,,5
stage2,14717,7,4264,8.528,3946.0,4584.5,1272.0,1282.0,True,,6
stage2,14717,8,4905,9.81,4584.5,,1282.0,,False,edge_no_two_neighbors,-1
stage2,14801,0,12,0.024,,209.0,,788.0,False,edge_no_two_neighbors,-1
stage2,14801,1,406,0.812,209.0,614.5,788.0,834.0,True,,0
stage2,14801,2,823,1.646,614.5,1033.0,834.0,840.0,True,,1
stage2,14801,3,1243,2.486,1033.0,1452.5,840.0,838.0,True,,2
stage2,14801,4,1662,3.324,1452.5,1865.5,838.0,814.0,True,,3
stage2,14801,5,2069,4.138,1865.5,2269.0,814.0,800.0,True,,4
stage2,14801,6,2469,4.938,2269.0,2671.0,800.0,808.0,True,,5
stage2,14801,7,2873,5.746,2671.0,3082.0,808.0,836.0,True,,6
stage2,14801,8,3291,6.582,3082.0,3502.5,836.0,846.0,True,,7
stage2,14801,9,3714,7.428,3502.5,3917.0,846.0,812.0,True,,8
stage2,14801,10,4120,8.24,3917.0,4313.0,812.0,772.0,True,,9
stage2,14801,11,4506,9.012,4313.0,4692.5,772.0,746.0,True,,10
stage2,14801,12,4879,9.758,4692.5,,746.0,,False,edge_no_two_neighbors,-1
stage2,14905,0,152,0.304,,253.0,,404.0,False,edge_no_two_neighbors,-1
stage2,14905,1,354,0.708,253.0,558.5,404.0,818.0,True,,0
stage2,14905,2,763,1.526,558.5,919.5,818.0,626.0,True,,1
stage2,14905,3,1076,2.152,919.5,1228.0,626.0,608.0,True,,2
stage2,14905,4,1380,2.76,1228.0,1526.0,608.0,584.0,True,,3
stage2,14905,5,1672,3.344,1526.0,1823.5,584.0,606.0,True,,4
stage2,14905,6,1975,3.95,1823.5,2126.0,606.0,604.0,True,,5
stage2,14905,7,2277,4.554,2126.0,2431.5,604.0,618.0,True,,6
stage2,14905,8,2586,5.172,2431.5,2745.0,618.0,636.0,True,,7
stage2,14905,9,2904,5.808,2745.0,3071.5,636.0,670.0,True,,8
stage2,14905,10,3239,6.478,3071.5,3431.5,670.0,770.0,True,,9
stage2,14905,11,3624,7.248,3431.5,3780.5,770.0,626.0,True,,10
stage2,14905,12,3937,7.874,3780.5,4083.0,626.0,584.0,True,,11
stage2,14905,13,4229,8.458,4083.0,4380.0,584.0,604.0,True,,12
stage2,14905,14,4531,9.062,4380.0,4631.0,604.0,400.0,True,,13
stage2,14905,15,4731,9.462,4631.0,,400.0,,False,edge_no_two_neighbors,-1
stage2,15048,0,288,0.576,,514.5,,906.0,False,edge_no_two_neighbors,-1
stage2,15048,1,741,1.482,514.5,975.0,906.0,936.0,True,,0
stage2,15048,2,1209,2.418,975.0,1453.0,936.0,976.0,True,,1
stage2,15048,3,1697,3.394,1453.0,1933.0,976.0,944.0,True,,2
stage2,15048,4,2169,4.338,1933.0,2403.5,944.0,938.0,True,,3
stage2,15048,5,2638,5.276,2403.5,2878.5,938.0,962.0,True,,4
stage2,15048,6,3119,6.238,2878.5,3366.5,962.0,990.0,True,,5
stage2,15048,7,3614,7.228,3366.5,3861.5,990.0,990.0,True,,6
stage2,15048,8,4109,8.218,3861.5,4356.0,990.0,988.0,True,,7
stage2,15048,9,4603,9.206,4356.0,,988.0,,False,edge_no_two_neighbors,-1
stage2,15174,0,220,0.44,,412.5,,770.0,False,edge_no_two_neighbors,-1
stage2,15174,1,605,1.21,412.5,809.0,770.0,816.0,True,,0
stage2,15174,2,1013,2.026,809.0,1233.0,816.0,880.0,True,,1
stage2,15174,3,1453,2.906,1233.0,1687.5,880.0,938.0,True,,2
stage2,15174,4,1922,3.844,1687.5,2153.5,938.0,926.0,True,,3
stage2,15174,5,2385,4.77,2153.5,2614.0,926.0,916.0,True,,4
stage2,15174,6,2843,5.686,2614.0,3075.0,916.0,928.0,True,,5
stage2,15174,7,3307,6.614,3075.0,3537.5,928.0,922.0,True,,6
stage2,15174,8,3768,7.536,3537.5,3996.5,922.0,914.0,True,,7
stage2,15174,9,4225,8.45,3996.5,4450.5,914.0,902.0,True,,8
